text,stars,sentiment,film_id
"Naposledy sa v kine takto všetci svorne smiali, keď na plátne vyvádzal Sasha Baron Cohen ako Borat. A pravda je, že som sa smial tak, že som plakal a mal som problém sa do konca filmu upokojiť. Jednoducho to nefungovalo. Nechcem to celé zhadzovať pod čiernu zem, lebo predsa len je to pokus o niečo úplne nové - niečo čo sa v slovenskom filme nikdy neobjavilo. Len to nevyšlo. Film nespeje nikam. Scenár mieša prvky sci-fi s biblickou tématikou, ktorú si prispôsobuje podmienkam a tým ju oberá o čaro a dokonca aj o zmysel. Veľa vecí sa tam nevysvetlí a kamera, ktorá je príliš roztrasená, neprirodzená a zdevastovaná rôznymi filtrami a neprirodzeným svetlom sa stáva mätúcim prvkom pre diváka. Csino ako hlavný hrdina pohorel. Nie len ako hlavná postava s ktorou sa jednoducho nedalo stotožniť, lebo nikto nevedel čo to doriti na tom plátne vlastne robí, alebo sa pokúša robiť ale aj ako herec. Jeho herecký prejav bavil celé kino. Mohol by som spomenúť aj ostatných hercov ale načo. Nevýrazný - celá línia s chalanom a jeho sestrou, ktorá sa podobá na mŕtvu manželku hlavného hrdinu, bola nezvládnutá. Polodetaily a celky plné neprirodzených efektov, ničili inak peknú atmosféru, ktorú tvorila hudba. Parafráza na rajskú záhradu je obrovským výsmechom celej myšlienky, obohatenej o chlpatý zadok Karola Csina. Jednoducho nikdy viac. Strata času, neprítomnosť príbehu, scenára a dobrého vkusu. Pomalé scény, kde sa nič nedeje sú ubíjajúce a film nudí a baví tam kde by nemal.",1,negative,276171
"Nevýslovný herecký i režijní koncert, založený na výtečné předloze a skvělém scénáři. Těžko říci, komu nejvíce ""připsat"" sugestivnost Přeletu, zda hereckému ansámblu, který za zdmi světa ""nenormality"" strávil několik týdnů, aby nasál a absorboval tamější kolorit (a podařilo se mu to dokonale), nebo Miloši Formanovi, jehož citlivá a vpodstatě nenápadná, avšak dokonale natempovaná, režie dodává filmu nádech tichého, podprahového dramatu, které své největší intenzity dosahuje ve scénách skupinové terapie... Nejadekvátnější závěr zřejmě bude, že Přelet nad kukaččím hnízdem je dokonale sladěnou symfonií všech nástrojů, mezi nimiž dominují sólové party Jacka Nicholsona (neuvěřitelně živelného a skutečně maniakálního) a Louise Fletcher (jejíž krásná fasáda ukrývá minimalisticky vyjádřený hrůzný vnitřek). Tichý boj těchto dvou elementů – hlučného bonvivána a buřiče McMurphyho a despotické vládkyně sestry Ratchedové dokonale doplňují menší, ale o to úctyhodněji sehrané herecké party chovanců oddělení. Miloš Forman se ve světě ""pošuků"" pohybuje s naprostou samozřejmostí, dokumentárním přehledem i bezchybným citem pro vnitřní drama postav. Tenhle obraz individuální svobody a radosti ze života uprostřed světa, který své obyvatele nemilosrdně požírá, strčí i po letech do kapsy vše, co bylo na toto téma natočeno (včetně vykalkulovaného Shawshanku).",5,positive,2982
"Tento blivajz se ani z daleka nemůže řadit mezi filmy. A z důvodu ""perfektnosti"" by ho i měli zakázat distribuovat. Co kdyby se náhodou někdo sériového vraha chytnul a pokračoval v jeho díle ?...Ostudy už bylo víc, než dost a dostat další náhul dementičnosti bychom už asi neustáli a kolena by se nám podlomily. Hvězdu dávám pouze za ""finále"", na které už dlouho čekám. Zlo porazilo dobro a to já prostě nemůžu nechat bez povšimnutí.",1,negative,229857
"Tak bohužel, nekvalitní pohádky pokračují. A tentokrát za to nemůže snaha o dobré speciální efekty (těch tu není ani jako šafránu), ani nedostatek humoru (žádný tu vlastně není), ale naprosto nezajímavé hlavní postavy, které se tři čtvrtiny filmu nehnou z místa. Prostě bum, bum a konec. Od začátku vyprávění příběhu o dvou království (z něhož je jedno České a druhé - jak náhodně - Slovenské) je vám jasné, že se tam princezna Česká zamiluje do prince Slovenského. A to by nebylo nic špatného, kdyby mi tato část nepřišla tři hodiny dlouhá. Ve skutečnosti trvá asi 75 minut z 99 minut, ale i to je strašně moc. Ono se totiž tady nic jiného ani nestane. A proto, že nás zde postavy ani nikam dopředu příliš neposouvají, není zde motivace jim fandit a tedy příběh stojí za bum, bum a konec! Proč tedy tu jednu hvězdu a ne odpad? Inu písničky se zde povedly. A i když by jim spíše než pohádka slušel nějaký pěkný videoklip, pozvedly tento paskvil na úroveň jednoho slunce. Přesto ale palec kolmo dolů do hlubin zapomnění.25%",1,negative,601777
"Působí to spíš jako takový ty německý romantický televizní filmy, co je dávají na Prima Love v pracovních dnech dopoledne. Akorát že tohle má horší střih a horší herce. Je zajímavý, že dost scén by tu i mělo potenciál být vtipné, jenže je režie obvykle zazdila nebo herci přehrávájí tak moc, že se tomu smát příště nedá. Ta hvězdička je za vtip s vizitkou, kterej mi přišel povedenej. ""To je moje vizitka, tak na mne máte kontakt. Mobil teda neplatí. A číslo do práce taky teda ne. A na té adrese už nebydlím."" Celkově je to nepochybně velmi špatný film. Není ani tak amatérský, spíš prostě nepovedený, na čemž má lví podíl hlavní hrdinka (i když ta kamarádka a rodiče jsou taky dost pekelní). Nechci být zlý, ale dělat veselého přehrávajícího diblíka může fungovat, když je děvčeti dvacet. Směrem ke čtyřicítce to vyvolává spíš takové to mrazení z trapnosti.",1,negative,484028
"Zoufalý obraz dnešní doby ve full HD. Amatérismus,  neherectví a ptakopysk v každém záběru, až z toho bolí oči.",1,negative,1268501
"Dokonale zašmodrchaný film. Budu si to muset pustit ještě jednou. Skvělá hudba: David Bowie, Marilyn Manson, Trent Reznor....ani Rammstein tak moc nevadily.",5,positive,6255
"Ztotožňuju se s komentářem uživatele ""Disk"". Užil jsem si krásný jazyk a přednes. Bez stínu ironie, to nepůsobí snad ani jako český film.",5,positive,5369
"Cool Girl! je produkčně dobře zvládnutý film. Herecky už ale zas tak moc ne. A příběhově už vůbec, jelikož se jedná o jednoduchou a dost stupidní zápletku, na jejímž konci se vše zázračně vyřeší. To ale není nic neobvyklého, takže moc nechápu tu celkovou nenávist.",1,negative,1268501
"Ta červená čísla a přední příčky v top na čsfd mě spíše vyděsily, k tomu popisek ""sportovní"" a ""akční"", v námětu ""formule 1"" = směsice věcí, co mě popravdě absolutně nelákají. Ale znáte to, vypadá to jako film ideální pro vaši drahou polovičku, takže se k tomu necháte přemluvit. Jsem strašně ráda, že jsem to udělala, protože Ron Howard mi naservíroval pravděpodobně nejlepší sportovní drama všech dob. Už od první vteřiny jsem byla vtažená do světa adrenalinu, formulí a strachu ze smrti. Ve filmu působí ten sport tak akčně a dramaticky, že jej snad začnu sledovat. Ta chvíle, kdy nevíte, jestli váš oblíbenec zvládne zatáčku anebo se vybourá a skončí v plamenech.. To se rozhodně nerovná nudnému kopání do míče. Ve filmu se mi nejvíce líbila rivalita mezi frajírkem Huntem a vážným Laudou, která nebyla ve skutečnosti o nenávisti, ale jen soutěživosti v kombinaci s respektem. Brühl mě nadchl rozhodně více než blondýnek sladoušek Hemsworth, podal lepší výkon a jednoznačně na nějakou dobu Laudou byl, ale oba se do svých rolí neuvěřitelně hodili. Film, který vás chytne za srdce (scéna, kdy Hunt dá co proto drzému novináři), dojme ( Laudova nehoda), pobaví (Italové nadšení z Laudovy jízdy) a znechutí zároven (vysávání plic, tam jsem měla co dělat, abych nehodila šavli), který jednoduše vyvolá tolik emocí - zaslouženě musí dostat těch 5* :) Po dlouhé době jsem si přála, aby už tak dlouhá stopáž byla ještě delší..A mimochodem, ignorace tohoto filmu a především výkona Brühla je opravdový důkaz, že Oscary už dávno nemají nějakou valnou vypovídající hodnotu. PS:Olivia vypadala hrozně!Jen nějak nevím, jestli tu paštiku na obličeji měla schválně, nebo měl film jen špatné stylisty..",5,positive,301401
"Ale nejsou to čtyři jako čtyři, ale spíš dva a půl. Protože část věcí super, jiné strašný. Třeba jako roadmovie fajn, bouračka hustá, vyloupení banky spíš tarrantinovské, ale budiž, ale některé ty flash aniné backy se mi fakt nelíbily. Dobrej je  Willem Dafoe, o tom žádná. Slušně se tváří i Nicolas, ten profláklý Cage. Laura Dern je šeredná, ale zároveň totál sexy rajda, a erotické scény s ní jsou spíš z kategorie dost hot... Nápady spíš dobré, když se tam neda nevznáší nějaká víla. Lynch asi dost hulil. A na NOVĚ to moc dobře obsadili, Ondřej Vetchý si krásně pohrál a na pozadí se ještě objevují velcí bardi (Lackovič, Haničinec, Zahajský, skvělý je Táborský).",4,positive,6261
"Zpočátku romantické, povznášející a se zvířecí sexualitou přebíjející něhu - jako rozjezd je to pěkné, avšak pravý Hořký měsíc přichází o něco později. Stejně jako poet, kterého přestanou bavit naivní eufemismy, i tento film projde svým zlomem a přestane si s vykreslováním vnitřních pocitů a dynamikou vztahu brát servítky. Je to drsné, kruté, ohromující, ale přesto ne vyumělkované, ba naopak hluboce lidské, jen ne v tom vysněném, růžovém slova smyslu. PS: Ač je film skvělý, kniha je ještě o chlup lepší a pozor, oba mají rozdílné, avšak stejně působivé závěry!9/10",5,positive,7340
"Dobře, možná je to úplná, totální hovadina, ale já jsem to celý dokoukal a měl sem po tom docela dobrej pocit, takže tu hvězdičku přeci jen obětuji, ale můj soucit hranice má, každopádně nedoporučuji.- 1/10 -",1,negative,89504
"Jednu hvězdičku za pro mě sexy Míšu Kuklovou:) Ale Boura a ta stará sadistická rašpla, no to je konec..",1,negative,7050
"Netuším, kolikrát jsem tuhle parádní komedii viděla, pořád se mi líbí a funguje skvěle.. Příběh o hodném Janovi a nezodpovědném Karlovi, kde Petr Kostka hraje jak o život a jde mu to náramně, o pokusu zvratu 2. světové války několika (ne)stárnoucími nacisty je skvěle napsaný, úžasně zahraný, všichni ve svých rolích přesvědčiví, no a v neposlední řadě úchvatně natočený se spoustou báječných nápadů.. Tohle je cestování v čase dle mého gusta..",4,positive,7404
"Podobně jako první, tak i tento díl pobaví od úplného začátku (a to doslova - myslím už úvodní Columbia pictures). Nepřipravuje sice nic výrazně odlišného, ale to není na škodu. Odmlka 10 let se podepsala jak na vizáži Abigail Breslin (zejména tedy u ní), tak i na vtipech - jsou zdařilé a nepůsobí jako spíchnuté horkou jehlou, což se mnohdy stane, když dvojka vzniká okamžitě po úspěchu jedničky. Kromě celé řady skvělých momentů se tu najdou i logické chyby, což ale ve filmu obdobného ražení není nic, co by divák neodpustil. Herecký ansámbl si to opět užívá, včetně nových postav a pasáž v Elvisově muzeu u Rosarie Dawson patří, podobně jako Babylon a Bílý dům, k těm nejlepším zastavením v této ""zombie crazy road movie"".",5,positive,277532
"Skvely dokument, kteremu nechybi snad nic... i kdyz mozna stopaz. Film skonci moc rychle. Miki se dobre posloucha a na pozadi toho co rika on i jeho maminka se da domyslet opravdovy rozsah toho vseho. I v pouhych 25 minutach jsem se dokazal usmivat, mracit a... ne ze by k tomu doslo... ale rekneme ze jsem byl dojat. Vic takovych! Miki drz se!",4,positive,277526
"Nemôžem si pomôcť, ale i napriek hereckým velikánom a ich výkonom to zas taká filmová kreácia nie je. Pokiaľ ma staršie filmy z dôb socialistického Československa z nejakeho dovodu priamo neoslovia, tak mam s nimi problem, ako aj v tomto pripade s Menzlem. Verim, ze si to vsetci na placi nesmierne uzivali, no tentokrat nahanacky divej svine, hadky ci sipkovu nebo s knedlikom ide mimo mojho gusta.... na mna to zaposobilo mdlo a obycajne...",2,negative,6670
"Tak v první řadě objektiv kamery asi někdo pochcal nebo si ten nažloutlej filtr neumím nějak vysvětlit. Pak tam začnou pobíhat nějaký zhulený hipís, co herecký talent pobrali asi od hajzl báby na míráku a skoro víc akční bylo, když sme po sobě se sousedem házeli v pěti letech šišky. Zasraný hipstři.",1,negative,236019
"Jak už bývá dobrým zvykem, tady totálně podhodnocený krimi thriller, který z dnešního pohledu působí svojí jednoduchostí až osvěžujícím dojmem. Dvojice detektivů jsou normální chlápci, žádný supermani, nepoužívají DNA, která v tý době nebyla, nevypadají jako modelové, nenosí značkový hadry a chovají se jako normální lidi. Vrah je naproti tomu naprosto stejně uvěřitelnej. Prostě vyšinutej týpek, co nemá IQ 250 a kterýho pokřivila dominantní výchova jeho otce. Film je prostě celkově poměrně uvěřitelnej, což podporujou i opravdu dobrý herecký výkony na všech frontách. V porovnání s jinými filmy jako třeba Sedm, může Neúprosný působit druhořadě, ale v mnoha ohledech to tak není. Potěší i jednoduchá, ale úderná Lustigova režie a dobrá hudba jeho dvorního skladatele Jay Chattawaye.",4,positive,6241
"Výborný film, ve kterém sice sem tam něco zaskřípá, ale člověk se při jeho sledování rozhodně nenudí. Vedle skvělých fórů a promyšleného děje určitě stojí za pozornost propracovanost reálií: skvěle zvládnutý hlavní stan, dobře zahraný Hitler, atmosféra kosmického ""letiště"", nehledě ke spoustě roztomilých drobností. Vedle neodolatelných hereckých výkonů hlavních postav jsou nezapomenutelné i některé epizodní roličky, například řidič v podání Petra Nárožného... Celkový dojem: 80%",4,positive,7404
"𝗽𝗿𝗶𝗯𝗲𝗵 𝗼 𝘀𝗲𝗿𝗶𝗼𝘃𝗲𝗺 𝘃𝗿𝗮𝗵𝗼𝘃𝗶, 𝗸𝘁𝗲𝗿𝘆 𝘀𝗲 𝗺𝘀𝘁𝗶𝗹 𝘀𝘃𝗲 𝗺𝗮𝘁𝗰𝗲. 𝘇𝗮𝗯𝗶𝗷𝗲𝗹 𝘇𝗻𝗼𝘃𝘂 𝗮 𝘇𝗻𝗼𝘃𝘂 - 𝗷𝗲𝗻 𝗸𝘃𝘂𝗹𝗶 𝗻𝗶. 𝘁𝗼 𝗼𝗻𝗮 𝘇 𝗻𝗲𝗷 𝘂𝗱𝗲𝗹𝗮𝗹𝗮 𝗺𝗼𝗻𝘀𝘁𝗿𝘂𝗺! — hlavni antihrdina byl uzasnej. jednu minutu byl normalni, pak se z neho stalo nemilosrdne zvire. herec roli zvladl dost dobre, trosku vypadal jako ed kemper (ktery mel mimochodem podobny vztah s jeho matkou jako tady frank). novinove clanky o jeho vrazdach byly zajimave - ve vetsine slasheru tento detail nenajdeme. overall super napad, provedeni; vrahovo POV se mi moc libilo. || ❝𝐍𝐨𝐰 𝐲𝐨𝐮 𝐭𝐞𝐥𝐥 𝐦𝐞 𝐰𝐡𝐚𝐭 𝐈 𝐬𝐡𝐨𝐮𝐥𝐝 𝐝𝐨. 𝐈 𝐡𝐞𝐚𝐫𝐝 𝐚𝐛𝐨𝐮𝐭 𝐢𝐭, 𝐈 𝐚𝐥𝐰𝐚𝐲𝐬 𝐝𝐨. 𝐈 𝐜𝐚𝐧'𝐭 𝐠𝐨 𝐨𝐮𝐭 𝐟𝐨𝐫 𝐚 𝐦𝐢𝐧𝐮𝐭𝐞. 𝐈𝐭'𝐬 𝐢𝐦𝐩𝐨𝐬𝐬𝐢𝐛𝐥𝐞. 𝐅𝐚𝐧𝐜𝐲 𝐠𝐢𝐫𝐥𝐬, 𝐢𝐧 𝐭𝐡𝐞𝐢𝐫 𝐟𝐚𝐧𝐜𝐲 𝐝𝐫𝐞𝐬𝐬𝐞𝐬 𝐚𝐧𝐝 𝐥𝐢𝐩𝐬𝐭𝐢𝐜𝐤, 𝐥𝐚𝐮𝐠𝐡𝐢𝐧𝐠 𝐚𝐧𝐝 𝐝𝐚𝐧𝐜𝐢𝐧𝐠. 𝐒𝐡𝐨𝐮𝐥𝐝 𝐲𝐨𝐮 𝐬𝐭𝐨𝐩 𝐭𝐡𝐞𝐦? 𝐈 𝐜𝐚𝐧'𝐭 𝐬𝐭𝐨𝐩 𝐭𝐡𝐞𝐦. 𝐁𝐮𝐭 𝐲𝐨𝐮 𝐝𝐨, 𝐝𝐨𝐧'𝐭 𝐲𝐨𝐮? 𝐀𝐧𝐝 𝐭𝐡𝐞𝐲 𝐜𝐚𝐧'𝐭 𝐥𝐚𝐮𝐠𝐡 𝐚𝐧𝐝 𝐭𝐡𝐞𝐲 𝐜𝐚𝐧'𝐭 𝐝𝐚𝐧𝐜𝐞 𝐚𝐧𝐲𝐦𝐨𝐫𝐞. 𝐘𝐨𝐮'𝐯𝐞 𝐠𝐨𝐭 𝐭𝐨 𝐬𝐭𝐨𝐩, 𝐨𝐫 𝐭𝐡𝐞𝐲'𝐥𝐥 𝐭𝐚𝐤𝐞 𝐲𝐨𝐮 𝐚𝐰𝐚𝐲 𝐟𝐫𝐨𝐦 𝐦𝐞. 𝐈 𝐰𝐢𝐥𝐥 𝐧𝐞𝐯𝐞𝐫, 𝐞𝐯𝐞𝐫, 𝐥𝐞𝐭 𝐭𝐡𝐞𝐦 𝐭𝐚𝐤𝐞 𝐲𝐨𝐮 𝐚𝐰𝐚𝐲 𝐟𝐫𝐨𝐦 𝐦𝐞. 𝐘𝐨𝐮'𝐫𝐞 𝐦𝐢𝐧𝐞 𝐧𝐨𝐰 𝐟𝐨𝐫𝐞𝐯𝐞𝐫. 𝐀𝐧𝐝, 𝐈'𝐦 𝐬𝐨 𝐡𝐚𝐩𝐩𝐲.❞ ☠️🪦🔪🩸",5,positive,6237
